,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
17711,49,3,147322,8,11,2,6,5,4,0,0,0,40,28,0
35684,21,3,175374,11,9,4,0,3,4,1,0,0,40,38,0
36970,37,3,34378,15,10,2,2,0,4,1,0,0,35,38,0
13712,39,5,179488,11,9,2,3,0,4,1,0,0,50,38,0
14574,38,3,165579,11,9,0,12,1,4,1,0,0,45,38,0
16747,52,3,35598,11,9,0,13,4,4,1,0,0,40,38,0
35076,26,3,105787,11,9,4,2,3,4,1,0,0,36,38,0
18913,40,3,70645,15,10,2,9,5,4,0,0,0,20,38,0
15105,31,3,226443,14,15,2,9,0,4,1,0,1977,70,38,1
24522,20,3,194096,15,10,4,9,3,4,0,0,0,40,38,0
23565,40,0,163215,9,13,4,9,1,4,0,0,0,40,38,0
23033,41,3,266530,11,9,2,7,0,0,1,0,0,45,38,0
14410,48,6,104542,12,14,6,9,4,4,0,0,0,40,38,0
26847,38,3,136137,15,10,2,3,2,4,1,0,0,50,38,1
43466,28,5,294398,15,10,4,6,1,2,1,0,0,40,38,0
37898,21,3,182614,15,10,4,11,2,4,0,0,0,40,30,0
17461,50,3,146015,11,9,2,9,0,4,1,0,0,40,38,1
43682,30,3,48014,12,14,4,0,1,4,0,0,0,40,9,0
35746,20,3,123901,11,9,4,2,3,4,0,0,0,40,38,0
12018,74,3,70234,11,9,6,11,4,4,0,0,0,26,38,0
30683,25,3,51201,11,9,2,2,0,4,1,0,0,35,38,0
22241,18,3,78817,11,9,4,0,3,4,0,0,0,20,38,0
12685,24,3,240063,9,13,4,9,1,4,1,0,0,20,38,0
6061,48,4,275100,11,9,2,3,0,4,1,0,0,70,11,1
11399,65,3,220788,12,14,4,9,1,4,1,0,0,60,38,0
21344,44,3,111067,15,10,2,2,0,4,1,0,0,40,38,0
48258,39,3,358753,8,11,2,2,0,4,1,7688,0,40,38,1
11423,37,3,258827,9,13,2,11,0,4,1,0,0,50,38,1
37023,61,5,352448,9,13,2,13,0,4,1,0,0,60,38,0
44877,31,3,574005,9,13,2,2,0,4,1,0,0,44,38,1
18534,22,0,218445,15,10,4,3,1,4,0,0,0,40,38,0
48706,23,3,180771,3,2,2,6,5,0,0,0,0,35,25,0
34846,42,4,50122,11,9,2,11,0,4,1,0,0,60,38,0
28521,46,6,265554,11,9,4,13,1,2,1,0,0,40,38,0
44620,44,3,83237,9,13,2,9,0,4,1,0,0,55,38,1
32621,40,3,93955,15,10,2,9,5,4,0,0,0,40,38,0
36783,52,3,177366,11,9,5,7,2,4,0,0,0,20,38,0
11486,23,5,255252,1,7,4,5,1,4,1,0,0,40,38,0
5887,41,3,236483,11,9,2,2,0,4,1,0,0,40,38,0
17917,27,3,284196,0,6,0,7,1,4,0,0,0,40,38,0
1517,69,5,199829,9,13,2,3,0,4,1,0,1258,40,38,0
10297,37,3,459192,9,13,4,11,1,4,0,0,0,44,38,0
11971,32,5,45604,9,13,2,4,0,4,1,0,0,70,38,0
14538,49,3,164733,11,9,0,10,1,4,1,0,0,40,38,0
7177,23,3,60668,15,10,4,11,3,4,1,0,0,55,38,0
2380,25,3,335376,7,12,4,0,3,4,0,0,0,38,38,0
1236,37,3,94706,9,13,4,9,3,0,1,27828,0,40,38,1
34562,37,3,454915,0,6,0,2,1,4,1,0,0,40,38,0
33658,51,5,205100,12,14,2,9,5,4,0,0,0,30,38,1
28105,50,1,20795,15,10,2,10,0,4,1,0,0,40,38,1
34813,59,5,190514,1,7,2,2,0,4,1,0,0,20,38,0
39012,66,3,186032,8,11,6,9,1,4,0,2964,0,30,38,0
8796,33,3,261639,15,10,2,0,0,2,1,4064,0,40,38,0
571,41,5,38434,12,14,4,11,1,4,0,0,0,30,38,0
5404,35,3,187625,15,10,2,11,5,4,0,0,0,40,38,1
7765,35,3,133839,15,10,2,6,0,4,1,0,0,40,38,1
46968,63,3,331527,0,6,2,9,0,4,1,0,0,40,38,0
9133,34,5,192900,15,10,4,4,1,4,1,0,0,35,38,0
45977,32,3,29933,9,13,2,5,0,4,1,0,0,50,38,1
23362,46,3,169042,0,6,4,7,1,4,0,0,0,25,6,0
13217,50,5,34067,15,10,2,4,0,4,1,0,0,60,38,1
25461,54,3,329266,11,9,2,2,0,4,1,0,0,44,38,1
23973,26,1,425092,12,14,4,9,1,4,0,2174,0,40,38,0
37553,19,3,41609,15,10,4,9,3,4,1,0,0,10,38,0
24453,22,3,48347,9,13,4,4,3,4,1,0,0,40,38,0
40202,29,3,423024,4,3,2,4,0,4,1,0,0,40,25,0
41516,36,3,31438,11,9,0,13,4,4,1,0,0,43,38,0
35911,22,3,615367,9,13,4,11,1,4,0,0,0,60,38,0
29624,56,3,208451,9,13,2,9,0,4,1,0,0,40,38,1
22977,22,3,234880,15,10,4,0,3,4,0,0,0,25,38,0
48360,40,3,111067,9,13,2,5,0,4,1,0,0,80,38,1
30458,19,3,29798,2,8,4,5,3,0,1,0,0,20,38,0
3724,53,3,290290,15,10,0,9,1,4,1,0,1590,50,38,0
26134,22,3,213902,4,3,4,8,2,4,0,0,0,40,7,0
25,45,5,432824,11,9,2,2,0,4,1,7298,0,90,38,1
40983,22,3,117363,15,10,4,0,1,4,0,0,0,35,38,0
41764,32,5,92531,11,9,0,2,4,4,1,0,0,40,38,0
22828,48,3,246891,15,10,6,11,4,4,1,0,0,50,38,1
21734,45,3,275517,11,9,0,2,4,4,0,0,0,40,38,0
18382,52,3,150930,8,11,2,2,0,4,1,0,0,40,38,0
24218,19,3,118352,15,10,4,7,3,4,0,0,0,16,38,0
1365,18,3,52098,1,7,4,7,3,4,1,0,0,30,38,0
23807,71,5,238479,0,6,2,2,0,4,1,0,0,8,38,0
16582,21,3,153718,15,10,4,7,1,1,0,0,0,25,38,0
46815,33,3,87310,6,5,4,6,1,4,1,0,0,50,38,0
3204,26,3,192652,9,13,4,3,1,4,1,0,0,20,38,0
32300,41,3,254630,8,11,0,9,1,4,1,0,0,80,38,0
31430,35,1,230754,12,14,4,9,3,2,0,0,0,40,38,0
40842,40,3,119225,8,11,2,9,0,4,1,0,0,40,38,0
4442,51,3,351416,15,10,0,9,4,4,0,0,0,40,38,0
14094,30,3,207301,9,13,4,11,1,4,0,0,0,50,38,0
43975,30,3,236599,11,9,2,3,0,4,1,0,0,50,38,0
45478,27,3,37250,15,10,2,6,0,4,1,0,1651,40,38,0
41567,37,3,186191,11,9,2,6,0,4,1,0,0,46,38,0
30660,39,4,286261,12,14,4,9,1,4,0,0,0,40,38,0
15237,23,3,111340,11,9,2,9,0,4,1,0,1573,40,38,0
13346,30,1,263561,11,9,2,10,0,4,1,0,0,40,38,1
19350,48,3,176140,1,7,0,7,4,2,0,0,0,40,38,0
14391,40,1,189189,9,13,2,9,5,4,0,0,0,20,38,0
2065,27,1,352797,11,9,3,11,3,2,0,0,0,40,38,0
42307,34,3,141118,9,13,3,9,1,4,0,0,0,35,38,0
13678,28,3,359049,11,9,4,12,1,4,1,0,1092,60,38,0
25489,22,3,113936,11,9,4,5,3,4,1,0,0,40,38,0
1858,67,1,272587,5,4,6,7,1,4,0,1086,0,15,38,0
5061,20,3,35448,15,10,4,0,3,4,0,0,0,12,38,0
31636,42,3,155106,15,10,4,6,1,4,1,0,0,45,38,0
18243,50,3,147629,12,14,2,9,0,4,1,15024,0,45,38,1
16893,24,3,249909,11,9,2,5,0,4,1,0,0,50,38,0
21331,52,3,155434,11,9,2,3,0,4,1,0,0,48,38,0
26461,17,3,297246,1,7,4,8,3,4,0,0,0,9,38,0
4975,62,3,143746,11,9,0,7,1,4,0,0,0,40,38,0
17875,38,5,322143,9,13,2,7,0,4,1,0,0,10,38,0
7639,30,3,348592,11,9,5,7,1,4,1,0,0,40,38,0
17415,42,3,184018,15,10,0,9,4,4,1,0,0,40,38,0
13437,21,3,92898,11,9,4,0,3,4,0,0,0,40,38,0
35086,31,3,182191,9,13,2,9,5,4,0,4064,0,30,1,0
48018,52,3,117674,9,13,4,9,1,4,1,0,0,38,38,0
31148,29,3,136077,11,9,2,11,0,4,1,0,0,60,38,1
2792,28,3,147889,0,6,1,7,5,4,0,0,0,40,38,0
47149,35,3,226311,9,13,4,11,1,4,0,0,0,40,38,0
10897,38,5,135020,15,10,4,2,3,4,1,0,0,60,38,0
5207,63,5,388594,14,15,2,9,0,4,1,15024,0,50,38,1
34221,30,3,128065,15,10,2,12,0,4,1,0,0,45,38,0
11299,27,3,124614,11,9,4,11,1,4,0,0,0,40,38,0
19081,47,3,168283,9,13,2,9,0,4,1,0,0,40,38,1
12726,32,3,303942,4,3,2,6,0,4,1,0,0,48,38,0
26093,44,1,83286,12,14,2,9,5,4,0,0,0,40,38,1
23375,42,0,46366,11,9,5,0,4,2,0,0,0,40,38,0
4651,37,3,112512,8,11,4,9,1,4,0,0,0,48,38,1
14047,60,3,147393,9,13,2,9,0,4,1,0,0,30,38,0
25908,41,3,277192,4,3,2,4,5,4,0,0,0,40,25,0
38680,46,3,165953,9,13,2,0,0,4,1,0,0,45,38,1
15131,19,3,135066,15,10,4,0,1,4,0,0,0,20,38,0
16579,24,3,278130,11,9,4,2,3,4,1,0,0,40,38,0
6624,24,3,179423,9,13,4,9,2,4,0,0,0,40,38,0
41745,24,3,165064,15,10,4,5,1,4,1,0,0,40,38,0
45406,24,3,143766,15,10,4,6,3,4,1,0,0,55,38,0
29554,33,5,175502,9,13,2,9,0,4,1,0,0,60,38,0
15817,29,3,85572,9,13,4,3,2,4,0,0,0,40,38,0
7712,72,5,336423,4,3,2,4,0,4,1,0,0,40,38,0
38669,46,3,155489,7,12,2,2,0,4,1,0,0,44,38,1
33544,34,3,176992,15,10,2,6,0,4,1,0,0,40,38,0
1017,33,3,160261,8,11,2,12,0,1,1,0,0,10,38,0
855,37,6,89083,7,12,2,7,0,4,1,0,0,35,38,0
40336,35,5,233533,9,13,5,2,1,4,1,0,0,65,38,0
15963,80,3,107740,11,9,6,5,1,4,1,0,0,30,38,0
48583,45,1,162187,11,9,2,10,0,4,1,0,0,40,38,1
9412,43,0,205675,15,10,2,12,0,4,1,0,0,75,38,1
5719,50,4,249644,11,9,2,3,0,4,1,0,0,50,38,1
17286,58,3,356067,9,13,2,0,0,4,1,0,0,40,38,0
6501,19,3,179422,11,9,4,7,1,4,0,0,0,35,38,0
8192,21,3,60668,11,9,4,6,3,4,1,0,0,50,38,0
8633,55,3,380357,9,13,2,11,0,4,1,0,0,60,38,1
15104,43,3,216411,3,2,4,0,4,4,0,0,0,30,5,0
16897,30,3,369027,11,9,2,13,0,2,1,0,0,45,38,0
23743,29,1,30069,11,9,2,7,5,4,0,2635,0,40,38,0
40530,31,3,19491,15,10,4,2,1,4,1,0,0,40,38,0
17986,35,3,168817,11,9,4,6,1,4,1,0,0,40,38,0
15759,51,3,27804,15,10,0,8,4,0,0,0,0,35,38,0
36485,18,3,210574,11,9,4,11,3,4,0,0,0,20,38,0
40930,37,3,189251,10,16,5,9,4,4,0,0,0,40,38,0
46969,47,3,162494,15,10,0,11,4,4,0,0,0,45,38,1
26887,50,3,158284,15,10,2,6,0,4,1,0,0,40,38,0
44084,37,3,174844,15,10,2,7,0,4,1,0,0,17,38,0
19885,42,3,138634,11,9,2,11,0,4,1,0,0,40,38,0
26930,22,3,255252,11,9,4,2,3,4,1,0,0,40,38,0
22036,56,3,182460,11,9,2,5,0,4,1,0,0,40,38,1
8443,31,0,194141,8,11,2,5,0,4,1,0,0,40,38,0
23282,45,1,55377,9,13,2,9,0,2,1,0,0,40,38,0
19299,21,3,231866,11,9,4,4,3,4,1,0,0,65,38,0
42084,62,3,588484,9,13,2,11,0,4,1,0,0,20,38,1
32280,21,3,199177,11,9,4,9,1,4,0,0,0,40,38,0
10614,43,1,187034,15,10,0,3,1,4,0,0,0,40,38,0
21930,32,5,174789,9,13,2,9,0,4,1,0,0,50,38,1
3718,34,1,206707,15,10,2,10,0,4,1,0,0,60,38,0
5888,20,3,311570,11,9,2,9,2,4,0,0,0,32,38,0
41904,58,5,248841,11,9,2,11,0,4,1,15024,0,40,38,1
31733,64,3,119506,11,9,0,7,1,4,0,0,0,15,38,0
38815,21,3,121407,8,11,4,7,3,4,0,0,0,36,38,0
47358,46,5,119944,12,14,2,3,0,4,1,0,0,50,38,1
10114,48,3,163706,9,13,2,3,0,4,1,15024,0,70,38,1
4412,35,3,135289,8,11,0,2,1,4,1,0,0,50,38,0
44249,37,5,183735,11,9,2,9,0,4,1,3137,0,30,38,0
24848,57,3,46699,11,9,2,0,5,4,0,0,0,40,38,0
41245,44,3,106698,11,9,0,7,4,4,0,0,0,40,38,0
24886,21,3,285457,15,10,4,13,3,4,1,0,0,50,38,0
36623,39,3,409189,4,3,2,7,0,4,1,0,0,40,25,0
43629,23,3,146499,11,9,5,6,4,4,0,0,0,48,38,0
33825,51,5,94432,11,9,2,4,0,4,1,0,0,55,38,1
38224,17,3,295991,0,6,4,0,3,4,0,0,0,20,38,0
11184,31,3,415706,0,6,5,7,4,4,0,0,0,40,38,0
8455,22,1,212213,15,10,4,0,3,2,0,0,0,40,38,0
25701,33,3,245777,11,9,0,11,1,4,1,0,0,40,38,0
40032,32,3,171814,11,9,4,6,1,4,0,0,0,40,38,0
15584,40,3,196344,11,9,2,2,0,4,1,0,1887,45,38,1
18022,45,3,98881,1,7,2,7,5,4,0,0,0,32,38,0
17481,45,0,320818,11,9,2,0,0,2,1,0,0,80,38,1
13018,29,3,72338,11,9,4,5,3,1,1,0,0,26,38,0
39487,25,3,32276,11,9,4,2,3,4,1,0,0,28,38,0
36437,18,3,271935,11,9,4,6,3,4,0,0,0,40,38,0
32077,21,3,223352,11,9,4,7,1,4,0,1055,0,30,38,0
32238,23,3,520231,15,10,4,9,1,4,0,0,0,45,38,0
2794,55,3,248841,11,9,2,13,0,4,1,0,0,45,38,1
22537,51,3,335997,11,9,2,3,0,4,1,4386,0,55,38,1
28355,33,4,239018,10,16,2,9,0,4,1,0,0,60,38,0
37698,18,3,171088,15,10,4,11,3,4,0,0,0,10,38,0
43192,25,3,213383,15,10,4,12,3,4,1,0,0,40,38,0
21184,54,3,86837,11,9,2,2,0,1,1,0,1902,40,38,1
7719,59,3,164970,11,9,2,9,0,2,1,0,0,60,38,0
18867,26,3,152046,1,7,4,9,1,4,0,0,0,35,10,0
22481,37,5,415847,9,13,2,9,0,4,1,0,0,40,38,1
42669,46,3,325372,15,10,2,3,0,4,1,0,0,40,38,0
12897,43,4,25005,15,10,2,3,0,4,1,0,0,40,38,0
34230,28,6,381789,15,10,5,3,3,4,1,0,2339,40,38,0
37127,30,3,32008,9,13,4,12,1,4,0,0,0,72,38,0
3821,28,3,102142,15,10,4,12,1,4,1,0,0,40,38,0
17448,22,3,131573,15,10,4,9,3,4,0,0,0,8,38,0
21152,25,3,366416,11,9,4,0,3,4,0,0,0,40,38,0
12822,43,3,175943,11,9,2,11,2,4,0,0,0,20,38,0
7088,42,3,111483,9,13,2,11,0,4,1,0,0,60,38,1
9239,60,3,282421,11,9,2,7,0,2,1,0,0,40,38,0
40742,49,3,481987,11,9,2,9,0,4,1,0,0,60,38,0
41041,24,3,174182,1,7,2,9,5,3,0,0,0,24,38,0
30017,35,3,93225,11,9,2,2,0,4,1,0,0,40,38,0
39414,42,3,188693,15,10,2,2,0,4,1,0,0,40,38,0
12667,47,1,122206,11,9,2,13,0,4,1,0,0,20,38,1
48299,18,3,41973,1,7,4,0,3,4,0,0,0,5,38,0
47232,63,3,294009,9,13,2,9,0,4,1,15024,0,45,38,1
27762,30,6,46144,11,9,1,0,3,4,0,0,0,38,38,0
34797,17,3,194612,1,7,4,7,3,4,1,0,0,25,38,0
36552,41,3,206916,9,13,3,9,1,4,1,0,0,30,38,0
38739,39,5,65738,15,10,2,7,5,4,0,0,0,15,38,1
29675,27,5,208577,15,10,2,3,0,4,1,0,0,45,38,1
34190,50,3,275181,4,3,0,7,1,4,1,0,0,37,4,0
4309,64,3,73413,11,9,2,11,0,4,1,0,0,50,38,0
36605,65,3,213477,12,14,0,11,1,4,1,0,0,28,38,0
19290,35,3,181382,11,9,2,2,0,4,1,0,0,43,38,0
33437,49,3,179869,11,9,2,2,0,4,1,0,0,40,38,1
27551,25,3,121102,7,12,4,12,1,4,0,0,2001,30,38,0
25677,54,3,234938,11,9,2,11,0,4,1,4064,0,55,38,0
2646,17,3,91141,0,6,4,11,3,4,1,0,0,8,38,0
12202,29,3,133937,11,9,4,5,3,4,1,0,0,30,38,0
39971,36,3,117073,11,9,4,2,3,4,1,0,0,40,38,0
20835,18,3,353358,15,10,4,7,3,4,1,0,0,16,38,0
26979,40,3,176602,11,9,0,7,1,2,1,0,0,40,38,0
37071,24,6,154432,9,13,4,6,1,4,1,0,0,35,38,0
24591,69,3,113035,3,2,6,8,1,2,0,0,0,4,38,0
38612,30,3,137076,11,9,2,13,0,4,1,0,0,40,38,1
6421,31,3,49469,14,15,4,9,1,4,1,0,0,50,38,0
25499,50,3,320510,9,13,2,3,0,4,1,0,1902,40,38,1
20990,38,3,179668,9,13,2,9,0,4,1,0,0,50,38,1
14103,41,3,167375,9,13,4,0,1,4,1,0,0,52,38,0
40514,28,3,30912,11,9,2,0,0,4,1,0,0,40,38,0
4661,20,3,287681,4,3,4,9,1,4,1,0,0,25,25,0
13513,19,3,134252,15,10,4,11,3,4,1,0,0,15,38,0
29995,37,3,190987,15,10,2,11,5,4,0,7298,0,40,38,1
12578,24,3,160261,15,10,4,11,1,1,1,0,0,64,38,0
19674,33,3,161745,8,11,2,4,0,4,1,0,0,45,38,0
15604,23,3,443701,15,10,4,0,3,2,0,0,0,40,38,0
21157,25,1,179059,9,13,4,9,3,4,1,0,0,40,38,0
41130,45,0,183804,15,10,4,0,3,4,1,0,0,40,38,0
23136,27,3,189775,11,9,4,0,1,2,0,0,0,40,38,0
40798,22,3,213902,11,9,4,0,4,4,0,0,0,40,25,0
37640,29,3,49087,9,13,4,9,1,4,1,0,0,50,38,0
18791,42,3,209392,11,9,0,10,1,2,1,0,0,35,38,0
20098,51,4,304955,12,14,2,3,0,4,1,0,0,50,38,1
29736,42,3,187795,15,10,2,3,0,4,1,99999,0,55,38,1
46130,27,3,190391,15,10,2,3,0,4,1,0,0,40,38,0
40253,47,3,365516,12,14,0,9,4,4,0,0,0,40,38,0
12359,38,3,257942,11,9,4,0,1,4,1,0,0,60,38,0
3846,46,5,334456,6,5,2,13,0,4,1,0,0,40,38,0
22679,28,3,138283,8,11,4,7,1,4,0,0,0,40,38,0
13540,43,3,173590,9,13,2,11,0,4,1,0,0,40,38,1
34294,39,3,201410,9,13,2,13,0,4,1,0,1977,45,29,1
9631,37,3,268390,9,13,2,3,0,4,1,0,0,40,25,0
16712,17,3,202521,1,7,4,9,3,4,1,0,0,40,38,0
20555,30,1,73796,9,13,5,9,1,4,0,0,0,40,38,0
36589,24,3,176189,11,9,2,6,0,4,1,0,0,40,38,0
26080,52,3,84278,15,10,2,3,0,4,1,7688,0,55,38,1
15299,45,3,272729,11,9,0,7,1,4,0,0,0,40,38,0
19402,21,3,155066,15,10,4,2,3,4,1,0,0,40,38,0
40353,42,3,106679,11,9,2,2,0,4,1,0,0,50,38,1
46062,31,3,221167,9,13,6,7,1,4,0,0,0,30,38,0
25269,32,3,204374,14,15,2,9,0,4,1,0,1977,60,38,1
27668,38,4,206951,11,9,2,3,0,4,1,0,0,65,38,0
36779,28,3,115549,15,10,4,6,3,4,1,0,0,60,38,0
31219,53,6,246820,10,16,2,9,0,4,1,0,0,50,38,1
3261,24,3,176486,9,13,4,7,1,4,0,0,0,40,38,0
12526,21,3,334693,15,10,4,11,1,4,0,0,0,50,38,0
33973,48,4,30575,8,11,2,2,0,4,1,0,0,70,38,1
36250,21,3,120326,15,10,4,0,3,4,0,0,0,40,38,0
42637,34,3,99872,12,14,2,3,0,1,1,3103,0,40,18,1
31328,34,3,188096,11,9,4,0,1,4,0,0,0,36,38,0
36216,21,3,213041,11,9,4,0,3,4,0,0,0,40,4,0
36501,37,3,175390,11,9,0,6,4,2,0,0,0,40,38,0
39541,37,3,178948,9,13,2,3,5,4,0,7688,0,45,38,1
3867,38,3,242221,11,9,4,9,4,2,0,0,0,38,38,0
28377,49,3,169180,5,4,2,6,5,4,0,0,0,40,16,0
27261,54,3,145714,11,9,2,12,0,4,1,7688,0,25,38,1
20543,20,3,133352,15,10,4,0,3,1,0,0,0,40,39,0
6023,52,1,182856,12,14,4,9,1,4,1,10520,0,45,38,1
41029,23,3,119704,15,10,5,11,4,4,0,0,0,40,38,0
39600,45,3,329144,15,10,2,11,0,4,1,0,0,40,38,1
31248,19,3,159313,11,9,4,5,1,4,1,0,0,40,38,0
15040,37,5,50096,8,11,2,2,0,4,1,0,0,30,38,0
11091,22,3,163519,9,13,4,11,3,4,0,0,0,40,38,0
39761,51,3,57698,11,9,3,7,4,4,0,0,0,40,38,0
34953,42,3,157367,11,9,4,0,4,2,0,0,0,35,38,0
13472,18,3,62854,1,7,4,9,3,4,1,0,0,40,38,0
24804,34,3,114955,7,12,0,6,1,4,1,0,0,40,38,0
1602,63,3,219337,5,4,2,2,0,4,1,3471,0,45,38,0
15062,23,1,456665,11,9,4,7,3,2,1,0,0,40,38,0
19717,38,3,220585,11,9,2,2,0,4,1,0,0,40,38,0
43048,53,5,297796,0,6,2,4,0,4,1,0,0,40,38,0
44758,28,3,42881,0,6,0,6,3,4,0,0,0,40,38,0
35441,36,5,48093,15,10,2,11,0,4,1,0,0,92,38,0
7591,27,3,201017,10,16,2,9,0,4,1,0,0,80,38,0
7506,23,3,437940,11,9,2,6,0,4,1,0,0,40,38,0
21262,41,3,252058,9,13,4,0,1,4,1,0,0,40,38,0
31491,28,5,155621,15,10,4,2,3,4,1,0,0,50,3,0
47293,59,3,157932,11,9,2,2,0,4,1,0,0,40,38,0
24203,25,3,144483,11,9,5,3,4,4,0,0,0,40,38,0
42247,50,4,160107,12,14,2,9,0,4,1,0,0,55,38,1
36599,38,3,617898,9,13,2,4,0,4,1,0,0,50,38,0
40314,25,1,182380,11,9,4,2,3,4,1,0,0,40,38,0
22987,36,3,300829,7,12,0,0,4,4,0,0,0,42,38,0
9213,57,3,477867,11,9,2,13,0,4,1,0,0,40,38,0
45920,23,3,303121,15,10,4,0,3,4,1,0,0,30,38,0
35803,38,6,142022,11,9,2,0,5,2,0,0,0,40,38,0
40788,57,3,89182,11,9,6,0,1,4,0,0,0,40,38,0
22638,29,3,225024,11,9,0,2,1,4,1,0,0,40,38,0
8727,33,3,212980,11,9,0,0,4,2,0,0,0,40,38,0
15749,50,1,145879,12,14,2,9,0,4,1,7688,0,40,38,1
14932,41,3,118915,9,13,5,11,1,4,0,0,0,40,38,0
1535,20,3,121389,15,10,4,9,3,4,1,0,0,32,38,0
47932,28,6,297735,14,15,4,9,1,4,1,0,0,90,38,0
21524,50,3,202296,8,11,5,9,4,4,0,0,0,40,38,0
27715,46,3,247043,11,9,2,13,0,4,1,0,0,40,38,1
38149,36,3,115834,8,11,2,3,5,4,0,7298,0,55,38,1
6307,52,0,53905,11,9,0,0,1,4,0,0,0,40,38,0
13803,22,3,372898,15,10,4,0,3,4,0,0,0,20,38,0
14028,38,3,339677,12,14,0,12,4,4,0,0,0,40,38,1
26297,23,3,194031,15,10,4,9,1,4,0,0,0,25,38,0
3652,36,3,359001,8,11,0,2,1,4,1,0,0,40,38,0
18813,18,1,134935,2,8,4,10,3,4,1,0,0,40,38,0
22724,21,3,133471,15,10,4,3,3,4,1,0,0,40,38,0
32787,21,3,184756,15,10,4,0,3,4,0,0,0,16,38,0
47424,26,6,53903,11,9,4,2,4,4,1,0,0,50,38,0
3647,76,3,138403,11,9,2,11,0,4,1,0,0,20,38,0
31041,36,3,173542,9,13,2,9,0,4,1,0,0,40,38,1
3215,19,3,225156,6,5,2,2,0,4,1,0,0,45,38,0
16622,38,3,296478,8,11,2,2,0,4,1,7298,0,40,38,1
6255,40,5,145441,15,10,0,3,4,4,1,0,0,30,38,0
46837,36,3,186865,10,16,2,9,0,4,1,0,0,60,38,1
10815,30,3,272432,11,9,4,12,4,4,0,0,0,40,38,0
39059,27,3,97490,15,10,0,2,4,4,0,0,0,40,38,0
9526,18,3,52776,11,9,4,11,3,4,0,0,0,25,38,0
26098,40,5,123306,14,15,2,9,0,4,1,0,0,45,38,1
47856,18,3,261720,11,9,4,0,1,4,0,0,0,40,38,0
21147,33,3,267859,11,9,4,2,3,4,1,0,0,40,7,0
40239,56,3,265086,11,9,2,2,0,4,1,0,0,50,38,1
5714,76,3,32995,5,4,2,9,0,4,1,0,0,5,38,0
26420,77,3,152900,4,3,2,9,0,4,1,0,0,20,38,0
47860,38,3,60135,11,9,4,13,1,4,0,0,0,40,38,0
28003,46,6,72506,11,9,2,7,5,2,0,0,0,40,38,0
7313,38,5,177907,11,9,2,11,0,4,1,0,0,40,38,0
48351,18,3,97474,11,9,4,9,3,4,0,0,0,20,38,0
39106,29,3,29361,11,9,4,7,1,4,0,0,0,38,38,0
44503,24,6,249385,9,13,4,0,2,4,0,0,0,10,38,0
28237,52,5,165278,11,9,2,13,0,4,1,0,0,22,38,0
16525,38,3,179488,15,10,0,2,1,4,1,0,1741,40,38,0
29626,33,3,117779,11,9,2,6,5,4,0,0,0,46,38,1
27288,52,3,139671,15,10,2,3,0,4,1,0,1977,50,38,1
46749,38,3,365465,8,11,4,9,3,4,1,0,0,15,38,0
4053,67,1,312052,5,4,2,10,0,2,1,0,0,40,38,0
42372,27,3,230959,9,13,4,12,3,1,0,0,0,40,29,0
47060,60,3,225014,11,9,0,7,1,4,0,0,0,40,38,0
42521,46,3,149640,5,4,3,13,1,4,1,0,0,45,38,0
20957,17,3,262511,1,7,4,11,3,4,1,0,0,20,38,0
25181,24,3,172612,11,9,2,2,0,4,1,0,0,40,38,0
38944,28,3,141350,9,13,2,3,0,4,1,0,0,45,38,0
46088,19,3,28455,15,10,4,9,3,4,0,0,0,40,38,0
5101,29,5,267661,8,11,4,4,1,4,1,0,0,75,38,0
28604,30,0,356689,9,13,2,0,0,4,1,0,0,30,23,0
45226,17,3,147069,0,6,4,11,3,4,0,0,0,16,38,0
43396,28,3,411587,15,10,4,10,3,4,1,0,0,40,15,0
13901,60,1,169015,15,10,6,3,1,4,0,0,0,40,38,0
16903,65,3,109351,6,5,6,8,4,2,0,0,0,24,38,0
5924,19,6,140985,15,10,4,7,3,4,1,0,0,20,38,0
40060,30,3,94245,15,10,2,5,0,4,1,0,0,40,38,0
8430,29,3,372149,11,9,2,0,0,4,1,0,0,35,38,0
245,39,3,110342,11,9,2,9,5,4,0,0,0,50,38,0
5483,32,3,97359,11,9,4,2,3,4,1,0,0,40,38,0
5324,27,3,232801,0,6,0,6,2,4,0,0,0,40,38,0
36641,50,5,64667,11,9,0,9,1,1,0,0,0,60,39,0
2364,21,3,436431,13,1,2,9,2,4,0,0,0,40,25,0
4307,64,3,186731,11,9,6,0,4,4,0,0,0,40,38,0
46236,35,3,24106,15,10,2,3,0,4,1,0,0,40,38,1
41736,31,3,87891,15,10,2,0,0,4,1,0,0,40,38,0
8800,44,5,234767,12,14,2,9,0,4,1,0,0,30,38,1
11731,58,3,131608,9,13,2,11,0,4,1,0,0,55,38,1
30275,19,3,248339,11,9,4,2,3,4,1,0,0,35,38,0
36213,39,3,119272,0,6,0,13,1,4,1,0,0,40,38,0
43294,26,3,417941,9,13,4,3,1,4,0,0,0,40,38,0
27982,67,4,411007,11,9,6,3,1,4,0,15831,0,40,38,1
13145,59,3,108929,10,16,4,9,1,4,1,0,0,50,38,0
18797,25,3,374918,2,8,2,7,5,4,0,0,0,40,38,0
13811,50,6,141608,11,9,2,7,5,4,0,0,0,30,38,0
